record_id,source,audience,city,type,name,first_name,instagram,has_instagram,followers,email,email_found_on,phone,phone_found_on,website,contactable,incomplete_because
osm-NYC-hardwarestor-00049,Unlabelled,localbiz,NYC,Hardware Store,Stanley Hardware Store,,,False,,,,,,http://www.stanleyhardwarestore.com/,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00050,Unlabelled,localbiz,NYC,Hardware Store,Big Apple Hardware & Houseware,,,False,,,,,,https://www.bigapplehardware.com/,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00111,Unlabelled,localbiz,NYC,Hardware Store,KC Electric Hardware,,,False,,,,,,https://www.truevalue.com/mikcobldgmaterials,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00112,Unlabelled,localbiz,NYC,Hardware Store,A E Supply Corp,,,False,,,,,,https://aeplumbingsupply.com,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00113,Unlabelled,localbiz,NYC,Hardware Store,Advantage Wholesale Supply,,,False,,,,,,https://awsupply.com,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00114,Unlabelled,localbiz,NYC,Hardware Store,Fulton Supply Hardware,,,False,,,,,,https://fultonsupplynyc.com,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00115,Unlabelled,localbiz,NYC,Hardware Store,Rivington Discount & Hardware,,,False,,,,,,https://www.pointy.com/shops/usa/new-york/manhattan/rivington-discount-and-hardware,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00116,Unlabelled,localbiz,NYC,Hardware Store,Lumber Boys,,,False,,,,,,http://www.lumberboys.com/,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00117,Unlabelled,localbiz,NYC,Hardware Store,NutHouse Hardware,,,False,,,,,,http://www.nuthousehardware.com,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00118,Unlabelled,localbiz,NYC,Hardware Store,New York Paint & Hardware,,,False,,,,,,https://www.nypaintandhardware.com/,no,No email or phone printed on their own pages
osm-NYC-hardwarestor-00119,Unlabelled,localbiz,NYC,Hardware Store,S & V True Value Hardware,,,False,,,,,,https://ww3.truevalue.com/svtruevalue,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00120,Unlabelled,localbiz,NYC,Hardware Store,True Value,,,False,,,,,,https://csgroupny.com,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00121,Unlabelled,localbiz,NYC,Hardware Store,Kove Brothers Hardware,,,False,,,,,,https://kovebrothers.nyc,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00122,Unlabelled,localbiz,NYC,Hardware Store,Third Avenue Hardware Inc.,,,False,,,,,,https://www.benjaminmoore.com/en-us/store-locator/10006179/third-avenue-hardware-inc,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00123,Unlabelled,localbiz,NYC,Hardware Store,Safety Hardware Store,,,False,,,,,,https://safetyhardwarestore.com/,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00124,Unlabelled,localbiz,NYC,Hardware Store,Hercules Plumbing Electrical & Hardware Supply,,,False,,,,,,https://hercules-supply-house.business.site,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00125,Unlabelled,localbiz,NYC,Hardware Store,Sky Locksmith & Hardware,,,False,,,,,,https://www.skylocksmith.com/,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00126,Unlabelled,localbiz,NYC,Hardware Store,Weilgus & Sons,,,False,,,,,,https://weilgusnyc.com,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00127,Unlabelled,localbiz,NYC,Hardware Store,Bayard's Hardware,,,False,,,,,,http://www.bayardshardware.com,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00128,Unlabelled,localbiz,NYC,Hardware Store,Gartner's Hardware,,,False,,,,,,https://gartnershardware.com/,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00129,Unlabelled,localbiz,NYC,Hardware Store,Saifee Hardware,,,False,,,,,,https://www.saifeehardware.com,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00130,Unlabelled,localbiz,NYC,Hardware Store,73rd Street Hardware,,,False,,,,,,https://73rdstreethardware.net,no,"No contact, and city not provable"
osm-NYC-hardwarestor-00131,Unlabelled,localbiz,NYC,Hardware Store,New York Plumbing Supply,,,False,,,,,,https://nyps1.com/manhattan/,no,No email or phone printed on their own pages
osm-NYC-hardwarestor-00132,Unlabelled,localbiz,NYC,Hardware Store,Harbor Freight Tools,,,False,,,,,,https://www.harborfreight.com/storelocator/626-tuttle-creek-blvd-suite-a-manhattan-66502,no,"No contact, and city not provable"
osm-NYC-languagescho-00028,Unlabelled,localbiz,NYC,Language School,Idlewild,,,False,,,,,,https://www.idlewildbooks.com/,no,"No contact, and city not provable"
osm-NYC-languagescho-00029,Unlabelled,localbiz,NYC,Language School,Juguemos a Cantar,,,False,,,,,,https://www.juguemos.org/,no,"No contact, and city not provable"
osm-NYC-languagescho-00041,Unlabelled,localbiz,NYC,Language School,German-American School,,,False,,,,,,https://german-american-school.org/,no,"No contact, and city not provable"
osm-NYC-nailsalon-00002,Unlabelled,localbiz,NYC,Nail Salon,High Profile Nails,,,False,,,,,,https://linktr.ee/hpnailsnyc,no,"No contact, and city not provable"
osm-NYC-nailsalon-00003,Unlabelled,localbiz,NYC,Nail Salon,Moko Nail Spa,,,False,,,,,,https://moko-nail-spa.business.site,no,"No contact, and city not provable"
osm-NYC-nailsalon-00004,Unlabelled,localbiz,NYC,Nail Salon,Honey Nail Salon,,,False,,,,,,https://www.honeynails.com/locations.php,no,"No contact, and city not provable"
osm-NYC-nailsalon-00005,Unlabelled,localbiz,NYC,Nail Salon,pH7 Nails & Sugaring,,,False,,,,,,https://www.ph7nailcouture.com,no,"No contact, and city not provable"
osm-NYC-nailsalon-00006,Unlabelled,localbiz,NYC,Nail Salon,Rika Nail Salon,,,False,,,,,,https://www.rikanailsalon.com,no,"No contact, and city not provable"
osm-NYC-nailsalon-00007,Unlabelled,localbiz,NYC,Nail Salon,Nail Project,,,False,,,,,,https://nailproject.com/,no,"No contact, and city not provable"
osm-NYC-nailsalon-00008,Unlabelled,localbiz,NYC,Nail Salon,Flourish DYC,,,False,,,,,,https://flourishdyc.com,no,"No contact, and city not provable"
osm-NYC-nailsalon-00009,Unlabelled,localbiz,NYC,Nail Salon,Reedchy,,,False,,,,,,https://reedchy.com/,no,"No contact, and city not provable"
osm-NYC-nailsalon-00010,Unlabelled,localbiz,NYC,Nail Salon,Crystal Spa,,,False,,,,,,http://crystalspa18.blogspot.com/,no,"No contact, and city not provable"
osm-NYC-nailsalon-00011,Unlabelled,localbiz,NYC,Nail Salon,miGak Nail Art Table,,,False,,,,,,https://www.migakny.com,no,"No contact, and city not provable"
osm-NYC-nailsalon-00012,Unlabelled,localbiz,NYC,Nail Salon,Nail Chic,,,False,,,,,,https://nailchicsalon.com,no,"No contact, and city not provable"
osm-NYC-nailsalon-00013,Unlabelled,localbiz,NYC,Nail Salon,Bak2Basics Nail Salon & Spa,,,False,,,,,,https://bak2basicsnailsalon.com,no,"No contact, and city not provable"
osm-NYC-nailsalon-00014,Unlabelled,localbiz,NYC,Nail Salon,Triple Crown Salon,,,False,,,,,,https://www.triplecrownsalon.com,no,"No contact, and city not provable"
osm-NYC-nailsalon-00015,Unlabelled,localbiz,NYC,Nail Salon,Thelaqlab,,,False,,,,,,https://thelaqlab.com,no,"No contact, and city not provable"
osm-NYC-nailsalon-00016,Unlabelled,localbiz,NYC,Nail Salon,Ruchki da Nozhki Nail Lounge,,,False,,,,,,https://www.rdnsalon.com,no,"No contact, and city not provable"
osm-NYC-nailsalon-00017,Unlabelled,localbiz,NYC,Nail Salon,71:29 Nail Studio,,,False,,,,,,https://www.7129nailstudio.com,no,"No contact, and city not provable"
osm-NYC-nailsalon-00018,Unlabelled,localbiz,NYC,Nail Salon,Tina Green Nail Salon,,,False,,,,,,https://www.tinagreennail.com,no,"No contact, and city not provable"
osm-NYC-nailsalon-00019,Unlabelled,localbiz,NYC,Nail Salon,Canaan Nails and Spa,,,False,,,,,,https://www.facebook.com/Canaannails,no,"No contact, and city not provable"
osm-NYC-nailsalon-00020,Unlabelled,localbiz,NYC,Nail Salon,Wellzen Lounge,,,False,,,,,,https://wellzenlounge.com,no,"No contact, and city not provable"
osm-NYC-nailsalon-00021,Unlabelled,localbiz,NYC,Nail Salon,The Brooklyn Nail Company,,,False,,,,,,https://www.thebknc.com,no,No email or phone printed on their own pages
osm-NYC-nailsalon-00022,Unlabelled,localbiz,NYC,Nail Salon,Vida Nail Spa,,,False,,,,,,https://www.vidanailny.com,no,"No contact, and city not provable"
osm-NYC-nailsalon-00023,Unlabelled,localbiz,NYC,Nail Salon,Ocean Nail & Spa,,,False,,,,,,https://ocean-nail-spa-inc.edan.io/,no,"No contact, and city not provable"
osm-NYC-nailsalon-00024,Unlabelled,localbiz,NYC,Nail Salon,Zenisha Nails Spa Inc,,,False,,,,,,https://zenishanailsspainc.com,no,"No contact, and city not provable"
osm-NYC-nailsalon-00025,Unlabelled,localbiz,NYC,Nail Salon,Brooklyn Nails & Spa,,,False,,,,,,https://brooklynnails.com,no,No email or phone printed on their own pages
osm-NYC-nailsalon-00026,Unlabelled,localbiz,NYC,Nail Salon,Primp & Polish,,,False,,,,,,https://www.primpandpolish.com/lorimerstreet,no,"No contact, and city not provable"
osm-NYC-nailsalon-00027,Unlabelled,localbiz,NYC,Nail Salon,Local Honey Nail,,,False,,,,,,https://www.localhoneynail.com/,no,"No contact, and city not provable"
osm-NYC-petgroomer-00025,Unlabelled,localbiz,NYC,Pet Groomer,Furry n' Fabulous,,,False,,,,,,https://www.furrynfab.com,no,"No contact, and city not provable"
osm-NYC-petgroomer-00026,Unlabelled,localbiz,NYC,Pet Groomer,HappyDogs,,,False,,,,,,https://happydogsnyc.com/stuyvesant-town/daycare/,no,"No contact, and city not provable"
osm-NYC-petgroomer-00027,Unlabelled,localbiz,NYC,Pet Groomer,American Academy of Pet Grooming,,,False,,,,,,https://aaopg.com/,no,"No contact, and city not provable"
osm-NYC-petgroomer-00028,Unlabelled,localbiz,NYC,Pet Groomer,Walter's Pet Styles,,,False,,,,,,https://www.walterspetstyles.com,no,"No contact, and city not provable"
osm-NYC-petgroomer-00029,Unlabelled,localbiz,NYC,Pet Groomer,Best Friends Boarding & Day Care,,,False,,,,,,https://www.bfbnyc.com,no,"No contact, and city not provable"
osm-NYC-petgroomer-00030,Unlabelled,localbiz,NYC,Pet Groomer,Camp Canine,,,False,,,,,,https://www.nycampcanine.com,no,"No contact, and city not provable"
osm-NYC-petgroomer-00031,Unlabelled,localbiz,NYC,Pet Groomer,Shake & Tail,,,False,,,,,,https://shakeandtailny.com,no,"No contact, and city not provable"
osm-NYC-petgroomer-00032,Unlabelled,localbiz,NYC,Pet Groomer,Downtown Doghouse,,,False,,,,,,https://www.downtowndoghouse.com,no,"No contact, and city not provable"
osm-NYC-petgroomer-00033,Unlabelled,localbiz,NYC,Pet Groomer,Releash NYC,,,False,,,,,,https://www.releashnyc.com/,no,No email or phone printed on their own pages
osm-NYC-petgroomer-00034,Unlabelled,localbiz,NYC,Pet Groomer,Snowball Salon,,,False,,,,,,http://www.snowballsalon.com/,no,"No contact, and city not provable"
osm-NYC-petgroomer-00035,Unlabelled,localbiz,NYC,Pet Groomer,Aristo Paws,,,False,,,,,,https://aristobylucky.com,no,"No contact, and city not provable"
osm-NYC-petgroomer-00036,Unlabelled,localbiz,NYC,Pet Groomer,Puppy Tale Lodge,,,False,,,,,,https://puppytalelodge.com,no,"No contact, and city not provable"
osm-NYC-petgroomer-00037,Unlabelled,localbiz,NYC,Pet Groomer,Paws Country Club,,,False,,,,,,https://www.pawscountryclub.com,no,"No contact, and city not provable"
osm-NYC-petgroomer-00038,Unlabelled,localbiz,NYC,Pet Groomer,Doggie-Do & Playtime Too,,,False,,,,,,https://doggiedonyc.com,no,"No contact, and city not provable"
osm-NYC-petgroomer-00039,Unlabelled,localbiz,NYC,Pet Groomer,Maxx & Fluffy's,,,False,,,,,,https://maxxfluffy.com/,no,"No contact, and city not provable"
osm-NYC-petgroomer-00040,Unlabelled,localbiz,NYC,Pet Groomer,Dogma Garden,,,False,,,,,,https://dogmanyc.com,no,"No contact, and city not provable"
osm-NYC-petgroomer-00041,Unlabelled,localbiz,NYC,Pet Groomer,Funny Pets NYC,,,False,,,,,,https://www.funnypets.nyc/,no,No email or phone printed on their own pages
osm-NYC-petgroomer-00042,Unlabelled,localbiz,NYC,Pet Groomer,Ruff Club,,,False,,,,,,https://www.ruffclub.com,no,"No contact, and city not provable"
osm-NYC-petstore-00008,Unlabelled,localbiz,NYC,Pet Store,Manhattan Puppies & Kittens,,,False,,,,,,https://www.manhattan-puppies.com,no,No email or phone printed on their own pages
osm-NYC-petstore-00009,Unlabelled,localbiz,NYC,Pet Store,Whiskers Holistic Petcare,,,False,,,,,,https://www.1800whiskers.com,no,"No contact, and city not provable"
osm-NYC-petstore-00010,Unlabelled,localbiz,NYC,Pet Store,Canine Styles,,,False,,,,,,https://www.caninestyles.com,no,"No contact, and city not provable"
osm-NYC-petstore-00011,Unlabelled,localbiz,NYC,Pet Store,Pet Market NYC,,,False,,,,,,https://www.petmarketnyc.com,no,No email or phone printed on their own pages
osm-NYC-petstore-00012,Unlabelled,localbiz,NYC,Pet Store,Biscuits & Bath,,,False,,,,,,https://www.biscuitsandbath.com/locations/murray-hill/,no,"No contact, and city not provable"
osm-NYC-petstore-00013,Unlabelled,localbiz,NYC,Pet Store,Petco,,,False,,,,,,https://stores.petco.com/ny/newyork/pet-supplies-newyork-ny-3746.html,no,"No contact, and city not provable"
osm-NYC-petstore-00014,Unlabelled,localbiz,NYC,Pet Store,Pet Town,,,False,,,,,,https://pettown.business.site,no,"No contact, and city not provable"
osm-NYC-petstore-00015,Unlabelled,localbiz,NYC,Pet Store,Popcorn Pawz - Inwood,,,False,,,,,,https://www.popcornpawz.com/,no,"No contact, and city not provable"
osm-NYC-petstore-00016,Unlabelled,localbiz,NYC,Pet Store,Manhattan Aquariums,,,False,,,,,,https://www.aquariumsnewyork.com/,no,No email or phone printed on their own pages
osm-NYC-petstore-00017,Unlabelled,localbiz,NYC,Pet Store,Pet Central,,,False,,,,,,https://petcentralnyc.com,no,"No contact, and city not provable"
osm-NYC-petstore-00018,Unlabelled,localbiz,NYC,Pet Store,PetSmart,,,False,,,,,,https://www.petsmart.com/store-locator/store/,no,"No contact, and city not provable"
osm-NYC-petstore-00019,Unlabelled,localbiz,NYC,Pet Store,NY Tails,,,False,,,,,,https://www.nytails.com/,no,"No contact, and city not provable"
osm-NYC-petstore-00020,Unlabelled,localbiz,NYC,Pet Store,Sunflower Natural Pet Supplies,,,False,,,,,,https://www.sunflowerpet.com/,no,"No contact, and city not provable"
osm-NYC-petstore-00021,Unlabelled,localbiz,NYC,Pet Store,Citipups,,,False,,,,,,https://citipups.com,no,"No contact, and city not provable"
osm-NYC-petstore-00022,Unlabelled,localbiz,NYC,Pet Store,Petopia,,,False,,,,,,https://www.nycpetopia.com/petopia-1/,no,"No contact, and city not provable"
osm-NYC-petstore-00023,Unlabelled,localbiz,NYC,Pet Store,Little Creatures,,,False,,,,,,https://www.littlecreaturesnyc.com/stores/search/,no,"No contact, and city not provable"
osm-NYC-petstore-00024,Unlabelled,localbiz,NYC,Pet Store,Just Food For Dogs,,,False,,,,,,https://www.justfoodfordogs.com/store/2025-broadway-new-york-ny-10023.html,no,"No contact, and city not provable"
osm-NYC-pharmacy-00003,Unlabelled,localbiz,NYC,Pharmacy,Rite Aid,,,False,,,,,,https://www.riteaid.com/locations/ny/bronx/21b-knolls-crescent.html,no,"No contact, and city not provable"
osm-NYC-pharmacy-00004,Unlabelled,localbiz,NYC,Pharmacy,Rosedale Pharmacy,,,False,,,,,,https://www.rosedalepharmacy.com/,no,"No contact, and city not provable"
osm-NYC-pharmacy-00005,Unlabelled,localbiz,NYC,Pharmacy,CVS Pharmacy,,,False,,,,,,https://www.cvs.com/store-locator/bronx-ny-pharmacies/3125-bainbridge-avenue-bronx-ny-10467/storeid=2551,no,"No contact, and city not provable"
osm-NYC-pharmacy-00006,Unlabelled,localbiz,NYC,Pharmacy,Leroy Pharmacy,,,False,,,,,,https://leroyrx.com,no,"No contact, and city not provable"
osm-NYC-pharmacy-00030,Unlabelled,localbiz,NYC,Pharmacy,Warbasse Pharmacy & Surgical Supplies,,,False,,,,,,http://www.skpharmacy.com/s-k-warbasse-pharmacy-11224/,no,"No contact, and city not provable"
osm-NYC-pharmacy-00031,Unlabelled,localbiz,NYC,Pharmacy,Rite Aid,,,False,,,,,,https://www.riteaid.com/locations/ny/brooklyn/6423-fort-hamilton-pkwy.html,no,"No contact, and city not provable"
osm-NYC-pharmacy-00032,Unlabelled,localbiz,NYC,Pharmacy,CVS Pharmacy,,,False,,,,,,https://www.cvs.com/store-locator/brooklyn-ny-pharmacies/859-manhattan-ave-brooklyn-ny-11222/storeid=10042,no,"No contact, and city not provable"
osm-NYC-pharmacy-00033,Unlabelled,localbiz,NYC,Pharmacy,Duane Reade Pharmacy,,,False,,,,,,https://www.walgreens.com/locator/duane+reade-756+myrtle+ave-brooklyn-ny-11206/id=14410,no,"No contact, and city not provable"
osm-NYC-pharmacy-00034,Unlabelled,localbiz,NYC,Pharmacy,City Chemist,,,False,,,,,,https://www.city-chemist.com,no,"No contact, and city not provable"
osm-NYC-pharmacy-00035,Unlabelled,localbiz,NYC,Pharmacy,Careland Pharmacy,,,False,,,,,,https://careland-pharmacy.com,no,"No contact, and city not provable"
osm-NYC-pharmacy-00036,Unlabelled,localbiz,NYC,Pharmacy,The Modern Chemist,,,False,,,,,,https://themodernchemist.com,no,"No contact, and city not provable"
osm-NYC-pharmacy-00037,Unlabelled,localbiz,NYC,Pharmacy,Markowa Apteka Pharmacy,,,False,,,,,,https://www.markowaapteka.com/,no,"No contact, and city not provable"
osm-NYC-pharmacy-00038,Unlabelled,localbiz,NYC,Pharmacy,Neergaard Pharmacy,,,False,,,,,,https://www.neergaardpharmacies.com/locations#1,no,"No contact, and city not provable"
osm-NYC-pharmacy-00039,Unlabelled,localbiz,NYC,Pharmacy,Clarkson Pharmacy,,,False,,,,,,https://www.mygnp.com/store,no,"No contact, and city not provable"
osm-NYC-pharmacy-00040,Unlabelled,localbiz,NYC,Pharmacy,Navar Pharmacy,,,False,,,,,,https://www.navarpharmacy.com/,no,"No contact, and city not provable"
osm-NYC-pharmacy-00041,Unlabelled,localbiz,NYC,Pharmacy,Irving Pharmacy,,,False,,,,,,https://irvingspecialtypharmacy.com/,no,"No contact, and city not provable"
osm-NYC-pharmacy-00042,Unlabelled,localbiz,NYC,Pharmacy,MG Pharmacy,,,False,,,,,,http://mgpharmacynyc.com/,no,"No contact, and city not provable"
osm-NYC-pharmacy-00043,Unlabelled,localbiz,NYC,Pharmacy,Crest Pharmacy,,,False,,,,,,https://www.crestpharmacyny.com,no,"No contact, and city not provable"
osm-NYC-pharmacy-00044,Unlabelled,localbiz,NYC,Pharmacy,Park Chemists,,,False,,,,,,https://www.parkchemistsrx.com,no,"No contact, and city not provable"
osm-NYC-pharmacy-00045,Unlabelled,localbiz,NYC,Pharmacy,Prospect Care Pharmacy,,,False,,,,,,https://prospect-care-pharmacy-inc.business.site,no,"No contact, and city not provable"
osm-NYC-pharmacy-00046,Unlabelled,localbiz,NYC,Pharmacy,La Pharmacie,,,False,,,,,,https://www.la-pharmacie.com,no,"No contact, and city not provable"
osm-NYC-pharmacy-00047,Unlabelled,localbiz,NYC,Pharmacy,Aausadh Farmacia,,,False,,,,,,https://www.aausadhinc.com,no,"No contact, and city not provable"
osm-NYC-pharmacy-00048,Unlabelled,localbiz,NYC,Pharmacy,Health Max,,,False,,,,,,https://www.healthmaxny.com/,no,"No contact, and city not provable"
osm-NYC-pharmacy-00049,Unlabelled,localbiz,NYC,Pharmacy,Pharmacy 4U,,,False,,,,,,http://specialtypharmacy4u.com,no,"No contact, and city not provable"
osm-NYC-pharmacy-00050,Unlabelled,localbiz,NYC,Pharmacy,Sunway Pharmacy,,,False,,,,,,https://www.sunwayrx.com,no,"No contact, and city not provable"
osm-NYC-pharmacy-00051,Unlabelled,localbiz,NYC,Pharmacy,Live Good Pharmacy,,,False,,,,,,https://livegoodpharmacy.com,no,"No contact, and city not provable"
osm-NYC-pharmacy-00052,Unlabelled,localbiz,NYC,Pharmacy,Mega Aid,,,False,,,,,,https://www.mega-aid.com/,no,"No contact, and city not provable"
osm-NYC-pharmacy-00053,Unlabelled,localbiz,NYC,Pharmacy,BBRx Pharmacy,,,False,,,,,,https://www.bbrxpharmacy.com,no,"No contact, and city not provable"
osm-NYC-pharmacy-00054,Unlabelled,localbiz,NYC,Pharmacy,Medical Arts,,,False,,,,,,https://medarts.net,no,"No contact, and city not provable"
osm-NYC-pharmacy-00055,Unlabelled,localbiz,NYC,Pharmacy,Blue Dream Cannabis & Vintage,,,False,,,,,,https://bdcvpdx.com/,no,"blocked_category:cannabis, geo_unverified, no_contact"
osm-NYC-phonerepairs-00007,Unlabelled,localbiz,NYC,Phone Repair Shop,T-Mobile,,,False,,,,,,https://www.t-mobile.com/stores/bd/t-mobile-bronx-ny-10466-9299,no,"No contact, and city not provable"
osm-NYC-phonerepairs-00008,Unlabelled,localbiz,NYC,Phone Repair Shop,Metro by T-Mobile,,,False,,,,,,https://www.metrobyt-mobile.com/stores/bd/metro-by-t-mobile-bronx-ny-10225623/,no,"No contact, and city not provable"
osm-NYC-tailor-00003,Unlabelled,localbiz,NYC,Tailor,Mr. Anthony Cleaners,,,False,,,,,,https://mranthonycleaners.com,no,No email or phone printed on their own pages
osm-NYC-tailor-00004,Unlabelled,localbiz,NYC,Tailor,Manolo Costa,,,False,,,,,,https://www.manolocosta.com/,no,"No contact, and city not provable"
osm-NYC-tailor-00005,Unlabelled,localbiz,NYC,Tailor,Suits and Skirts Cleaners,,,False,,,,,,https://suitsandskirtscleaners.com,no,"No contact, and city not provable"
osm-NYC-tailor-00006,Unlabelled,localbiz,NYC,Tailor,Senel Tailors,,,False,,,,,,https://www.seneltailor.com,no,"No contact, and city not provable"
osm-NYC-tailor-00007,Unlabelled,localbiz,NYC,Tailor,New Sew Good Cleaners,,,False,,,,,,https://sewgoodcleaners.weebly.com,no,"No contact, and city not provable"
osm-NYC-tutoringcent-00001,Unlabelled,localbiz,NYC,Tutoring Center,Mamun Tutorial,,,False,,,,,,https://www.mamuntutorial.com/,no,"No contact, and city not provable"
osm-NYC-tutoringcent-00002,Unlabelled,localbiz,NYC,Tutoring Center,Ahsan's Learning Center,,,False,,,,,,https://www.ahsanslearningcenter.com/,no,"No contact, and city not provable"
osm-NYC-tutoringcent-00042,Unlabelled,localbiz,NYC,Tutoring Center,Kuei Luck Enrichment Center,,,False,,,,,,https://www.kueiluck.com/,no,"No contact, and city not provable"
osm-NYC-tutoringcent-00043,Unlabelled,localbiz,NYC,Tutoring Center,Reading Town,,,False,,,,,,http://bellblvd.readingtown.com,no,"No contact, and city not provable"
osm-NYC-tutoringcent-00044,Unlabelled,localbiz,NYC,Tutoring Center,Bobby-Tariq Tutoring Center,,,False,,,,,,https://www.bobbytariq.com/jamaica/,no,"No contact, and city not provable"
osm-NYC-tutoringcent-00045,Unlabelled,localbiz,NYC,Tutoring Center,Bushra's Tutorial,,,False,,,,,,http://bushrastutorial.weebly.com,no,"No contact, and city not provable"
osm-NYC-tutoringcent-00046,Unlabelled,localbiz,NYC,Tutoring Center,Prodigy Learning Center,,,False,,,,,,https://prodigynow.com,no,"No contact, and city not provable"
osm-NYC-tutoringcent-00047,Unlabelled,localbiz,NYC,Tutoring Center,Kumon,,,False,,,,,,https://www.kumon.com/st-albans-ny/,no,"No contact, and city not provable"
